LocalSiteName,StudySite,LocalUseCode,Comments_UseCode,USGS_siteno,USGS_StationName,LocalSiteCoreSubName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,LandSurfaceElevation_mASL_NAVD88,Core_MP_height_m,DateOfConstruction,Comments_DateOfConstruction,TotalBoring/DrillingDepth_mBLS,NameOfContractor,DrillerName,CoringBegan_mBLS,CoringEnded_mBLS,CoreRecoveryLength_m,TopOfCoreElevation_mASL_NAVD88,CoreLengthPounded_m,CoreBarrelType,SubsurfaceCoreZone,FreeProductOilPresentInCore,DrillersFieldComments,Comments_Miscellaneous
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-12,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,6.706,7.315,0.53,425.863,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-13,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,7.315,7.925,0.503,425.254,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-14,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,7.925,8.504,0.454,424.644,0.579,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,Yes,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1308,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1308-15,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,8.504,10.638,1.28,424.065,2.134,Hollow stem: 7-ft wireline piston core sample barrel with freezing drive shoe into 1.875-inch polycarbonate sleeve,Saturated Zone,Yes,"Core was taken with MN hollow stem auger rig, hole was ~7-inches in dia. as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1309,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342757.93,5271049.67,,,430.461,0.0,20130717,,7.01,USGS MN Water Science Center,J. Julik (MPCA),0.0,7.01,0.0,430.461,7.01,Geoprobe temporary well screen (3.5 ft) on 2-inch outer dia. Rods,Saturated Zone,Yes,"Done to better define North Oil body extent. Considered a push-probe site. A 3.5 ft. screen was driven with the 2'' diameter MPCA geoprobe to the water table. Water was then pumped from the screened interval. Screen interval was 19.5 - 23 ft. below land surface. Used peristaltic pump to get water. Tight material - lots of fine sediment pumped up. Oil-smelling water. Slight sheen. Hydrophopic water. Surface tension not normal. Collidal iron sheen. Considered -inchOily"" by B. Bekins. The edge of the North Oil Pool should be re-drawn to include this site. Screen was pulled out of hole once water was pumped and backfilled with bentonite. Also checked water at 303 - supposedly 'water' well. Similar water in this well as the water pumped from site 1309 - smelly water, slight sheen, but less then 1309. Used peristaltic pump to sample only upper most portion of the water.",Located near well 303
x1310,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342753.92,5271053.42,,,430.613,0.0,20130717,,6.858,USGS MN Water Science Center,J. Julik (MPCA),0.0,7.209,0.0,430.613,7.209,Geoprobe temporary well screen (3.5 ft) on 2-inch outer dia. Rods,Saturated Zone,Yes,"Done to better define North Oil body extent. Considered a push-probe site. A 3.5 ft. screen was driven with the 2'' diameter MPCA geoprobe to the water table. Water was then pumped from the screened interval. Screen interval was 19.0 - 22.5 ft. below land surface. Water level = 20.95 ft. below land surface. Used peristaltic pump to get water. Strong oil smell to water. Slight sheen. Surface tension not normal. Collidal iron sheen. Water highly reduced (Fe precipitated out). Water slippery to the touch - indicator of oil. Considered ""Oily"" by B. Bekins. The edge of the North Oil Pool should be re-drawn to include this site. Screen was pulled out of hole once water was pumped and backfilled with bentonite.",Located near well 303
x1311,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342743.58,5271058.26,,,430.792,0.0,20130717,,7.138,USGS MN Water Science Center,J. Julik (MPCA),0.0,7.138,0.0,430.792,7.138,Geoprobe temporary well screen (3.5 ft) on 2-inch outer dia. Rods,Saturated Zone,No,"Done to better define North Oil body extent. Considered a push-probe site. A 3.5 ft. screen was driven with the 2'' diameter MPCA geoprobe to the water table. Water was then pumped from the screened interval. Screen interval was 19.92 - 23.42 ft. below land surface. Water level = 23.42 ft. below land surface. Used peristaltic pump to get water. Used new c-flex, pumped better then previous 2 push-probe sites. Oil smell to water, but weaker smell then site 1310. Let water sit overnight in beaker, lots of iron precipitated out, developed sheen overnight - probably colloidal iron. Water slippery feel between fingers. Considered ""marginally oily"" by B. Bekins. The edge of the North Oil Pool should be re-drawn to go right through this site? Screen was pulled out of hole once water was pumped and backfilled with bentonite.",Located near cores TG1114 & C1114
x1312,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342736.6,5271063.03,,,430.926,0.0,20130718,,7.102,USGS MN Water Science Center,J. Julik (MPCA),0.0,7.102,0.0,430.926,7.102,Geoprobe temporary well screen (3.5 ft) on 2-inch outer dia. Rods,Saturated Zone,No,"Done to better define North Oil body extent. Considered a push-probe site. A 3.5 ft. screen was driven with the 2'' diameter MPCA geoprobe to the water table. Water was then pumped from the screened interval. Screen interval was 19.8 - 23.3 ft. below land surface. Water level = 22.5 ft. below land surface. Used peristaltic pump to get water. Oil smell to water, but weaker smell then site 1311. Water is less slippery feel between fingers. Mineral smell to the water. Low oxygen water - lots of Fe precipitated out. Sheen on water, likely colloidal iron. Considered ""not oily"" by B. Bekins. Took core (1314) near here to confirm the presence of oil. No oil in that core, so this site considered ""not oily"". The edge of the North Oil Pool should be re-drawn to not include this site. Screen was pulled out of hole once water was pumped and backfilled with bentonite.",Located up the pipeline from core C1311
x1313,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342730.23,5271068.14,,,431.232,0.0,20130718,,7.772,USGS MN Water Science Center,J. Julik (MPCA),0.0,7.772,0.0,431.232,7.772,Geoprobe temporary well screen (3.5 ft) on 2-inch outer dia. Rods,Saturated Zone,No,"Done to better define North Oil body extent. Considered a push-probe site. A 3.5 ft. screen was driven with the 2'' diameter MPCA geoprobe to the water table. Water was then pumped from the screened interval. Screen interval was 22 - 25.5 ft. below land surface. Water level = 22.2 ft. below land surface. Used peristaltic pump to get water. Slight oil smell to water, but strong mineral smell. Highly reduced water, Fe precipitated out. Collidal iron sheen. Considered ""not oily"" by B. Bekins. The edge of the North Oil Pool should be re-drawn to not include this site. Screen was pulled out of hole once water was pumped and backfilled with bentonite.","unknown, not recorded"
x1314,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1314-1,342737.01,5271062.92,,,430.923,0.0,20130718,,7.315,USGS MN Water Science Center,J. Julik (MPCA),0.0,1.219,0.945,430.923,1.219,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Done to better define North Oil body extent. This core taken as part of a full profile at this site to confirm the presence of oil at site 1312. B. Bekins thought water properties at 1312 were indicative of the edge of oil body. These cores where taken to determine to see if oil was in contact with water. There was no visible evidence of oile in this core. No other planned analysis. The edge of the North Oil Pool should be re-drawn to not include this site. Screen was pulled out of hole once water was pumped and backfilled with bentonite.,Located near site 1312
x1314,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1314-2,342737.01,5271062.92,,,430.923,0.0,20130718,,7.315,USGS MN Water Science Center,J. Julik (MPCA),1.219,2.438,0.701,429.704,1.219,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Done to better define North Oil body extent. This core taken as part of a full profile at this site to confirm the presence of oil at site 1312. B. Bekins thought water properties at 1312 were indicative of the edge of oil body. These cores where taken to determine to see if oil was in contact with water. There was no visible evidence of oile in this core. No other planned analysis. The edge of the North Oil Pool should be re-drawn to not include this site. Screen was pulled out of hole once water was pumped and backfilled with bentonite.,Located near site 1312
x1314,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1314-3,342737.01,5271062.92,,,430.923,0.0,20130718,,7.315,USGS MN Water Science Center,J. Julik (MPCA),2.438,3.658,0.564,428.485,1.219,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Done to better define North Oil body extent. This core taken as part of a full profile at this site to confirm the presence of oil at site 1312. B. Bekins thought water properties at 1312 were indicative of the edge of oil body. These cores where taken to determine to see if oil was in contact with water. There was no visible evidence of oile in this core. No other planned analysis. The edge of the North Oil Pool should be re-drawn to not include this site. Screen was pulled out of hole once water was pumped and backfilled with bentonite.,Located near site 1312
x1314,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1314-4,342737.01,5271062.92,,,430.923,0.0,20130718,,7.315,USGS MN Water Science Center,J. Julik (MPCA),3.658,4.877,0.549,427.265,1.219,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Done to better define North Oil body extent. This core taken as part of a full profile at this site to confirm the presence of oil at site 1312. B. Bekins thought water properties at 1312 were indicative of the edge of oil body. These cores where taken to determine to see if oil was in contact with water. There was no visible evidence of oile in this core. No other planned analysis. The edge of the North Oil Pool should be re-drawn to not include this site. Screen was pulled out of hole once water was pumped and backfilled with bentonite.,Located near site 1312
x1314,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1314-5,342737.01,5271062.92,,,430.923,0.0,20130718,,7.315,USGS MN Water Science Center,J. Julik (MPCA),4.877,6.096,0.823,426.046,1.219,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Done to better define North Oil body extent. This core taken as part of a full profile at this site to confirm the presence of oil at site 1312. B. Bekins thought water properties at 1312 were indicative of the edge of oil body. These cores where taken to determine to see if oil was in contact with water. There was no visible evidence of oile in this core. No other planned analysis. The edge of the North Oil Pool should be re-drawn to not include this site. Screen was pulled out of hole once water was pumped and backfilled with bentonite.,Located near site 1312
x1314,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1314-6,342737.01,5271062.92,,,430.923,0.0,20130718,,7.315,USGS MN Water Science Center,J. Julik (MPCA),6.096,7.315,0.914,424.827,1.219,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Done to better define North Oil body extent. This core taken as part of a full profile at this site to confirm the presence of oil at site 1312. B. Bekins thought water properties at 1312 were indicative of the edge of oil body. These cores where taken to determine to see if oil was in contact with water. There was no visible evidence of oile in this core. No other planned analysis. The edge of the North Oil Pool should be re-drawn to not include this site. Screen was pulled out of hole once water was pumped and backfilled with bentonite.,Located near site 1312
x1315,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1315-1,342880.5,5271079.69,1.0,102.58,433.028,0.0,20130719,,9.266,USGS MN Water Science Center,J. Greene; B. Mason,9.278,11.412,1.463,423.75,2.134,Hollow stem: 7-ft wireline piston core sample barrel with freezing drive shoe into 1.875-inch polycarbonate sleeve,Saturated Zone,No,"Tapedown from 9315A = 32.44 ft. below measuring point - 3.0 ft. stickup = 29.44 ft. below land surface. Coring will start at 30.44 ft. below land surface. Core did not take gas and thus did not freeze. However, fine sediments in bottom of core held the core in place, water and complete core was recovered without sediment loss,",Located near well 9315A
